customerID,tenure,Contract,InternetService,MonthlyCharges,TotalCharges,OnlineSecurity,TechSupport,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Churn,service_count,tenure_cohort,contract_risk
445,6,2 year,DSL,78.3882724440476,5529.445062501499,Yes,No,Yes,Yes,No,No,No,3,3-6mo,0.0
446,42,1 year,Fiber optic,77.39431421335264,7797.003944194844,Yes,No,Yes,Yes,Yes,No,No,4,24mo+,1.5
447,57,2 year,DSL,111.32228317183127,589.0004287029768,Yes,No,Yes,Yes,Yes,Yes,No,5,24mo+,0.0
448,19,1 year,Fiber optic,38.27504707633457,6103.966676984261,Yes,No,No,No,No,Yes,No,2,12-24mo,1.5
449,66,2 year,DSL,75.75633939880986,4415.134648138568,Yes,No,Yes,Yes,Yes,Yes,No,5,24mo+,0.0
450,3,1 year,DSL,66.30280607126014,5933.343148493789,Yes,Yes,Yes,No,Yes,No,Yes,4,1-3mo,0.0
451,15,2 year,Fiber optic,64.94380193663564,6586.476129023027,Yes,No,No,No,No,No,No,1,12-24mo,1.5
452,36,2 year,Cable,99.0941506844776,3730.87065391282,No,No,Yes,Yes,No,No,No,2,24mo+,0.0
453,3,2 year,DSL,48.3285095801772,6806.308098101859,No,Yes,No,No,No,Yes,No,2,1-3mo,0.0
454,66,1 year,DSL,32.33446109462435,6781.223085528981,No,Yes,No,Yes,No,No,No,2,24mo+,0.0
455,2,2 year,Cable,38.703932257643984,5384.417727736918,Yes,No,Yes,No,Yes,No,No,3,1-3mo,0.0
456,4,Month-to-month,Cable,61.1312875579891,124.4068574672772,No,Yes,No,No,No,No,Yes,1,3-6mo,3.0
457,34,Month-to-month,Fiber optic,37.77204746384633,3952.5836220615024,Yes,No,Yes,No,No,No,No,2,24mo+,4.5
458,35,1 year,Fiber optic,89.10079656051215,550.7730595761276,No,No,No,Yes,Yes,No,No,2,24mo+,1.5
459,43,1 year,Fiber optic,79.29034462660448,5159.0515780148735,No,Yes,Yes,No,No,Yes,Yes,3,24mo+,1.5
460,37,1 year,Cable,90.31894097974384,5183.587302703097,No,Yes,No,Yes,Yes,No,No,3,24mo+,0.0
461,34,Month-to-month,Cable,43.615592663073826,1475.4709551172268,Yes,Yes,Yes,No,No,No,No,3,24mo+,3.0
462,40,Month-to-month,Fiber optic,28.88986216940041,4201.319260402449,Yes,Yes,No,No,No,No,No,2,24mo+,4.5
463,5,1 year,Fiber optic,100.23816475762176,7663.275464791822,Yes,Yes,No,Yes,Yes,No,Yes,4,3-6mo,1.5
464,23,Month-to-month,Fiber optic,114.5696626820835,2621.5878436949856,No,Yes,Yes,Yes,Yes,Yes,No,5,12-24mo,4.5
465,55,Month-to-month,Fiber optic,77.04587905936552,5879.022861802257,No,No,No,No,No,No,No,0,24mo+,4.5
466,29,Month-to-month,Fiber optic,80.97383884041932,7899.032120966785,No,No,Yes,No,No,No,Yes,1,24mo+,4.5
467,17,Month-to-month,Fiber optic,117.60812067842876,4631.7241777338195,No,No,No,No,Yes,No,No,1,12-24mo,4.5
468,18,Month-to-month,Cable,101.89868371647178,7777.741286930238,Yes,Yes,Yes,No,No,Yes,No,4,12-24mo,3.0
469,7,2 year,Fiber optic,24.82424066557493,348.10396926980553,Yes,No,Yes,No,No,Yes,Yes,3,6-12mo,1.5
470,34,Month-to-month,Cable,44.11727004981604,2911.493567687806,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,3.0
471,46,Month-to-month,Cable,21.640141422684117,338.7180938004683,No,Yes,No,No,No,Yes,No,2,24mo+,3.0
472,26,1 year,DSL,21.630734275580625,5119.660583754966,No,No,Yes,Yes,No,Yes,No,3,24mo+,0.0
473,22,Month-to-month,Fiber optic,61.25111899447885,1481.6538347957355,Yes,No,No,No,Yes,No,No,2,12-24mo,4.5
474,71,Month-to-month,DSL,29.752467015738763,6320.159485800032,No,No,No,Yes,Yes,Yes,No,3,24mo+,3.0
475,67,2 year,DSL,104.8459354222381,2433.6688183427727,No,Yes,No,Yes,No,Yes,No,3,24mo+,0.0
476,39,Month-to-month,Fiber optic,111.93312994517456,1739.6821161214934,Yes,No,No,No,No,No,No,1,24mo+,4.5
477,70,1 year,Cable,66.93613791138527,3761.071039593085,Yes,Yes,No,Yes,No,No,Yes,3,24mo+,0.0
478,57,1 year,Fiber optic,108.57958209173816,4612.646352973211,Yes,Yes,Yes,No,No,No,No,3,24mo+,1.5
479,34,Month-to-month,DSL,30.048042542520864,6181.2703774318525,No,No,No,Yes,No,No,No,1,24mo+,3.0
480,66,2 year,DSL,113.26329157400096,6417.535292526753,Yes,Yes,No,No,No,No,No,2,24mo+,0.0
481,43,2 year,Fiber optic,41.722195802233,2935.258668420945,Yes,No,No,No,No,No,No,1,24mo+,1.5
482,36,2 year,Fiber optic,119.1451753024852,1467.3620858953411,Yes,No,Yes,No,Yes,No,Yes,3,24mo+,1.5
483,25,Month-to-month,Fiber optic,40.20824702172018,5581.445262410327,No,Yes,Yes,Yes,Yes,Yes,No,5,24mo+,4.5
484,4,2 year,Cable,55.77676765131874,1820.8282118687232,Yes,Yes,No,No,Yes,Yes,No,4,3-6mo,0.0
485,7,Month-to-month,DSL,97.29798005350833,6718.232820485111,No,No,Yes,No,No,Yes,No,2,6-12mo,3.0
486,25,1 year,Fiber optic,91.05646551921332,3858.388273890688,Yes,Yes,Yes,Yes,Yes,Yes,No,6,24mo+,1.5
487,14,1 year,Cable,101.89962586398516,1315.472501193959,Yes,Yes,Yes,No,Yes,No,No,4,12-24mo,0.0
488,53,1 year,Cable,32.355055480258294,549.952070326086,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,0.0
489,50,Month-to-month,DSL,23.92028235844655,2135.1260262707237,Yes,Yes,Yes,Yes,Yes,Yes,No,6,24mo+,3.0
490,42,Month-to-month,DSL,40.95811664335175,3223.5585173510003,Yes,Yes,No,No,Yes,Yes,No,4,24mo+,3.0
491,62,Month-to-month,Fiber optic,81.15735474687035,7610.408432415842,Yes,Yes,Yes,No,Yes,Yes,Yes,5,24mo+,4.5
492,45,1 year,Fiber optic,73.94811564008194,3191.778995559831,Yes,Yes,No,No,Yes,Yes,No,4,24mo+,1.5
493,28,2 year,Cable,114.08131552695392,1821.589786211596,No,No,Yes,No,No,Yes,No,2,24mo+,0.0
494,43,1 year,DSL,34.24645709235715,7125.62103176084,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,0.0
495,16,1 year,DSL,94.16868855409724,5953.863624627109,Yes,No,Yes,Yes,No,Yes,No,4,12-24mo,0.0
496,6,2 year,DSL,92.23051570320098,385.026931472805,Yes,Yes,Yes,Yes,Yes,No,No,5,3-6mo,0.0
497,8,1 year,Cable,102.95521156711514,3479.3503080383093,No,Yes,Yes,No,No,Yes,Yes,3,6-12mo,0.0
498,65,2 year,Cable,70.81616174916842,2896.759975292323,No,Yes,No,Yes,Yes,No,No,3,24mo+,0.0
499,52,1 year,DSL,34.76446355430105,4999.365104671363,Yes,No,Yes,Yes,No,No,Yes,3,24mo+,0.0
500,22,2 year,Cable,81.02913292010523,4179.006678499186,No,Yes,Yes,Yes,Yes,No,No,4,12-24mo,0.0
501,65,1 year,Fiber optic,58.09619826334809,2719.4400929448652,No,Yes,No,No,No,No,Yes,1,24mo+,1.5
502,5,Month-to-month,DSL,32.17321293512447,2311.1298187719863,Yes,Yes,Yes,No,Yes,Yes,No,5,3-6mo,3.0
503,50,1 year,DSL,26.67555397999713,576.9143946721227,Yes,Yes,Yes,No,No,No,No,3,24mo+,0.0
504,18,1 year,Cable,76.44146613353065,4563.57639524918,Yes,Yes,Yes,Yes,No,Yes,No,5,12-24mo,0.0
505,17,2 year,Cable,40.64597631133866,3755.312991066535,No,Yes,No,No,Yes,Yes,Yes,3,12-24mo,0.0
506,61,Month-to-month,Cable,49.67722225972745,3338.269242015955,No,Yes,Yes,No,Yes,Yes,No,4,24mo+,3.0
507,56,2 year,Cable,100.64676546321182,3003.9057927920576,No,No,Yes,No,Yes,Yes,Yes,3,24mo+,0.0
508,30,1 year,Cable,36.892467058450464,1246.8809540582204,Yes,No,No,No,Yes,Yes,No,3,24mo+,0.0
509,62,2 year,Cable,28.706319186133136,3196.115227353616,Yes,No,Yes,No,Yes,Yes,No,4,24mo+,0.0
510,66,1 year,Cable,78.11196811897481,6354.081523534918,Yes,Yes,No,No,Yes,Yes,No,4,24mo+,0.0
511,16,2 year,Fiber optic,70.80915630876227,3289.0352402405742,No,Yes,Yes,Yes,Yes,Yes,No,5,12-24mo,1.5
512,39,Month-to-month,Cable,24.00359405911809,4672.83342483382,No,Yes,Yes,No,No,No,No,2,24mo+,3.0
513,5,1 year,Fiber optic,23.673799484757012,7633.403272149583,Yes,No,No,No,Yes,Yes,No,3,3-6mo,1.5
514,1,1 year,Cable,74.78637077087255,6170.497206746994,Yes,No,Yes,No,No,Yes,No,3,0-1mo,0.0
515,50,Month-to-month,Cable,112.36077417697796,7158.054905570896,Yes,No,Yes,Yes,Yes,Yes,No,5,24mo+,3.0
516,10,Month-to-month,Cable,66.07942790467997,5087.934616053449,No,Yes,No,Yes,Yes,No,No,3,6-12mo,3.0
517,14,1 year,Cable,23.457108327674163,4372.50027934269,Yes,Yes,No,Yes,Yes,No,Yes,4,12-24mo,0.0
518,50,Month-to-month,DSL,93.15478211044248,6235.805619404292,No,Yes,No,No,Yes,Yes,Yes,3,24mo+,3.0
519,61,2 year,Fiber optic,94.17774110883654,3594.1623163793065,Yes,No,Yes,Yes,No,Yes,No,4,24mo+,1.5
520,52,Month-to-month,Cable,110.76031662790685,2231.2383532515214,No,No,Yes,No,No,No,Yes,1,24mo+,3.0
521,64,2 year,DSL,65.25377113011507,5787.3882075450165,Yes,No,Yes,Yes,Yes,No,No,4,24mo+,0.0
522,4,Month-to-month,Cable,31.51897899602441,1717.862507966032,No,Yes,No,No,Yes,Yes,Yes,3,3-6mo,3.0
523,28,2 year,DSL,27.393997748935178,7168.137779476715,Yes,Yes,No,Yes,No,No,Yes,3,24mo+,0.0
524,59,2 year,Cable,35.57235365682226,6631.658956239166,Yes,No,No,Yes,No,Yes,No,3,24mo+,0.0
525,8,2 year,DSL,49.7670388573048,2484.7561481361313,No,No,Yes,Yes,No,No,No,2,6-12mo,0.0
526,15,1 year,Fiber optic,24.818145311261212,890.6365627262137,No,No,Yes,Yes,No,Yes,No,3,12-24mo,1.5
527,1,2 year,Cable,34.36420972782467,302.8485047117205,Yes,No,No,Yes,No,Yes,No,3,0-1mo,0.0
528,64,Month-to-month,Fiber optic,105.78573401509452,4097.914807416294,Yes,No,Yes,Yes,Yes,Yes,No,5,24mo+,4.5
529,56,Month-to-month,Fiber optic,113.74713039245624,868.3533502568544,No,No,No,No,Yes,Yes,No,2,24mo+,4.5
530,44,Month-to-month,Fiber optic,97.53139662480126,3029.4167039039826,Yes,Yes,No,Yes,No,No,No,3,24mo+,4.5
531,70,Month-to-month,Fiber optic,85.31724388589129,2342.2865630526317,Yes,No,Yes,Yes,No,Yes,No,4,24mo+,4.5
532,8,1 year,Fiber optic,41.248047790398374,1766.932189121853,Yes,Yes,No,Yes,No,No,Yes,3,6-12mo,1.5
533,2,Month-to-month,DSL,66.36155195156266,1694.0532181556175,No,No,Yes,Yes,Yes,Yes,Yes,4,1-3mo,3.0
534,71,1 year,Cable,77.96801355605473,5730.709400844778,Yes,Yes,Yes,Yes,No,No,No,4,24mo+,0.0
535,13,2 year,DSL,41.30839103330501,6174.513407795789,No,Yes,Yes,No,Yes,No,Yes,3,12-24mo,0.0
536,15,Month-to-month,Cable,65.49267184031308,1628.74875332353,Yes,Yes,No,Yes,Yes,Yes,No,5,12-24mo,3.0
537,30,Month-to-month,Cable,77.69654064102019,3341.5307371703298,No,No,No,No,No,Yes,Yes,1,24mo+,3.0
538,26,2 year,DSL,53.23083100845005,1297.8197126860916,No,Yes,Yes,No,Yes,Yes,No,4,24mo+,0.0
539,65,2 year,Fiber optic,104.32302017958143,904.3585627786254,Yes,No,No,No,No,No,No,1,24mo+,1.5
540,15,2 year,DSL,106.40892163540308,7220.150933771606,Yes,No,No,Yes,No,Yes,No,3,12-24mo,0.0
541,66,1 year,DSL,94.623735819652,842.7316887024733,No,No,No,No,No,No,Yes,0,24mo+,0.0
542,34,Month-to-month,Cable,35.886932034629375,7431.59412948764,No,No,No,Yes,Yes,Yes,No,3,24mo+,3.0
543,1,1 year,Cable,79.5758631825252,3121.409553841747,No,No,No,Yes,No,Yes,No,2,0-1mo,0.0
544,8,1 year,DSL,72.969208089236,2808.3518059844832,Yes,No,Yes,No,Yes,No,Yes,3,6-12mo,0.0
545,9,2 year,Fiber optic,51.54933457201916,2852.2610066335874,Yes,No,No,Yes,Yes,No,No,3,6-12mo,1.5
546,53,1 year,Fiber optic,108.47889349534476,2040.6089268018873,Yes,No,Yes,No,Yes,No,No,3,24mo+,1.5
547,18,1 year,Fiber optic,36.23872275039591,6700.814133021541,Yes,No,Yes,Yes,No,Yes,No,4,12-24mo,1.5
548,58,2 year,Cable,106.68213166549842,3399.6086829311107,Yes,No,Yes,Yes,Yes,No,No,4,24mo+,0.0
549,42,1 year,Cable,35.702129574891835,616.1026279799999,Yes,No,Yes,Yes,No,No,Yes,3,24mo+,0.0
550,57,Month-to-month,Fiber optic,107.98613634023845,6563.79672291926,No,No,Yes,No,No,No,Yes,1,24mo+,4.5
551,33,Month-to-month,Cable,88.77836759770469,7033.538206561457,Yes,No,No,Yes,No,No,No,2,24mo+,3.0
552,8,1 year,Cable,101.18131945048404,316.3449361912482,No,Yes,No,No,Yes,Yes,No,3,6-12mo,0.0
553,38,1 year,DSL,50.95787265697732,1085.0819992704544,No,No,No,No,No,Yes,Yes,1,24mo+,0.0
554,62,Month-to-month,Cable,55.981698870058096,5054.62355056582,Yes,No,No,Yes,No,No,No,2,24mo+,3.0
555,24,1 year,Cable,107.89649007733196,6959.555134698798,No,No,Yes,Yes,No,No,Yes,2,12-24mo,0.0
556,12,2 year,Fiber optic,77.47359576325911,2199.455392129444,No,No,Yes,No,No,No,No,1,6-12mo,1.5
557,45,Month-to-month,Cable,75.04829836655773,1406.7085038100056,No,Yes,No,Yes,Yes,Yes,Yes,4,24mo+,3.0
558,68,Month-to-month,Cable,75.34865651472273,1274.9860068273372,Yes,No,Yes,Yes,Yes,No,No,4,24mo+,3.0
559,14,2 year,Fiber optic,74.12028611182936,1973.9213511836904,No,Yes,Yes,Yes,No,Yes,No,4,12-24mo,1.5
560,4,2 year,DSL,57.29907151653704,5495.060512839572,No,No,Yes,Yes,Yes,Yes,No,4,3-6mo,0.0
561,42,Month-to-month,Cable,106.85641548371288,5397.607360243864,Yes,No,No,No,Yes,No,Yes,2,24mo+,3.0
562,14,2 year,DSL,108.3276061165324,3641.450226011156,No,No,Yes,No,Yes,Yes,No,3,12-24mo,0.0
563,5,Month-to-month,Cable,119.89376025948326,1620.1876940942784,No,Yes,No,No,Yes,No,No,2,3-6mo,3.0
564,56,1 year,DSL,94.28869020693077,4198.281635913308,Yes,Yes,No,Yes,Yes,No,No,4,24mo+,0.0
565,45,Month-to-month,Fiber optic,57.81183070634851,288.00963071218325,No,No,No,No,No,No,No,0,24mo+,4.5
566,29,Month-to-month,Cable,64.93641979346968,4653.705677803298,Yes,No,Yes,No,No,No,No,2,24mo+,3.0
567,8,1 year,Cable,28.57215502109332,5295.39554947783,No,Yes,Yes,No,No,Yes,No,3,6-12mo,0.0
568,45,1 year,Cable,105.60732028205544,7656.757749069629,Yes,No,Yes,Yes,Yes,Yes,No,5,24mo+,0.0
569,3,Month-to-month,Cable,30.53321434259026,5766.566545058652,Yes,No,Yes,Yes,No,No,No,3,1-3mo,3.0
570,38,Month-to-month,DSL,25.626204008442315,606.9676043081757,No,Yes,No,No,Yes,No,No,2,24mo+,3.0
571,46,2 year,DSL,30.039505052119,4061.6571589596047,No,Yes,Yes,Yes,No,No,No,3,24mo+,0.0
572,26,2 year,DSL,33.94737283914578,4074.2512174821377,Yes,Yes,No,No,No,No,No,2,24mo+,0.0
573,67,Month-to-month,Cable,24.666574217545495,530.5889152106744,No,No,No,No,No,Yes,No,1,24mo+,3.0
574,52,1 year,Cable,111.94977704079122,494.0197796516052,No,Yes,Yes,No,No,Yes,No,3,24mo+,0.0
575,69,Month-to-month,Cable,60.96565646089931,5988.670460376198,Yes,No,Yes,Yes,No,Yes,Yes,4,24mo+,3.0
576,57,Month-to-month,Cable,31.447211283297843,5723.093904934423,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,3.0
577,61,2 year,Fiber optic,56.48034417967638,5724.018756005493,No,Yes,No,No,No,Yes,No,2,24mo+,1.5
578,21,1 year,Cable,108.02784706380513,7661.925897573111,No,No,No,No,No,Yes,No,1,12-24mo,0.0
579,41,1 year,Cable,91.3153863362984,3665.852956480464,No,No,No,Yes,No,Yes,No,2,24mo+,0.0
580,20,Month-to-month,Fiber optic,39.1501710711388,2735.295704118218,Yes,No,No,Yes,Yes,Yes,Yes,4,12-24mo,4.5
581,43,1 year,DSL,38.02162884139102,916.6724098709911,Yes,Yes,Yes,No,No,No,Yes,3,24mo+,0.0
582,20,Month-to-month,Cable,53.49059866710638,4316.233044034405,No,No,Yes,Yes,Yes,No,No,3,12-24mo,3.0
583,52,Month-to-month,DSL,99.16712562644874,3589.904525862488,Yes,Yes,No,No,No,No,No,2,24mo+,3.0
584,46,2 year,Cable,103.66755625518256,4486.8813553628115,Yes,Yes,No,Yes,Yes,Yes,Yes,5,24mo+,0.0
585,26,1 year,DSL,112.18345954143264,6859.96823842434,No,No,Yes,Yes,No,Yes,No,3,24mo+,0.0
586,4,1 year,Cable,74.02299861190805,131.12855474765487,No,Yes,No,No,Yes,Yes,No,3,3-6mo,0.0
587,49,Month-to-month,DSL,56.94491065343137,3143.331646160856,Yes,No,Yes,No,Yes,Yes,No,4,24mo+,3.0
588,36,2 year,Fiber optic,26.704199383160827,5752.400185545699,No,Yes,Yes,Yes,Yes,No,No,4,24mo+,1.5
589,40,1 year,Fiber optic,79.42957330927821,2734.4875155684977,Yes,No,Yes,No,Yes,Yes,No,4,24mo+,1.5
590,68,1 year,Cable,50.13046952344373,5085.868721543671,Yes,Yes,No,No,Yes,No,No,3,24mo+,0.0
591,64,1 year,Cable,74.44253623744474,4763.662247555473,No,No,No,Yes,No,No,No,1,24mo+,0.0
592,65,Month-to-month,DSL,76.15346633145634,4085.321415229665,Yes,No,Yes,No,Yes,Yes,No,4,24mo+,3.0
593,34,1 year,Cable,78.450999030715,7913.084791845766,Yes,Yes,No,Yes,Yes,Yes,Yes,5,24mo+,0.0
594,29,2 year,DSL,84.15916007106847,1122.7159854030265,Yes,Yes,No,No,No,Yes,No,3,24mo+,0.0
595,56,1 year,Cable,71.43123221196461,3174.532695133032,No,Yes,Yes,Yes,Yes,Yes,No,5,24mo+,0.0
596,51,1 year,DSL,115.7791043697906,7228.515870347472,Yes,Yes,Yes,Yes,No,No,No,4,24mo+,0.0
597,1,Month-to-month,Fiber optic,113.35657392994383,456.1812197036891,No,No,No,Yes,Yes,Yes,No,3,0-1mo,4.5
598,15,1 year,Fiber optic,101.07987040191288,129.41384671267443,Yes,Yes,No,No,Yes,Yes,No,4,12-24mo,1.5
599,15,Month-to-month,DSL,50.881296749041766,123.60795177549764,No,Yes,No,No,No,No,No,1,12-24mo,3.0
600,68,2 year,Fiber optic,59.11503742986635,3987.793075471737,Yes,Yes,Yes,Yes,Yes,Yes,No,6,24mo+,1.5
601,35,Month-to-month,Cable,40.01046902971048,5975.646087367021,Yes,Yes,No,No,Yes,Yes,No,4,24mo+,3.0
602,41,1 year,Fiber optic,92.14723797394126,2540.389320149071,Yes,No,Yes,No,Yes,No,Yes,3,24mo+,1.5
603,58,Month-to-month,Fiber optic,97.32121179083468,1319.7239132871382,Yes,No,Yes,No,Yes,Yes,Yes,4,24mo+,4.5
604,7,2 year,DSL,21.9115176775134,2980.3104388760594,No,Yes,No,No,No,Yes,Yes,2,6-12mo,0.0
605,65,1 year,Cable,109.87273154335092,7323.894495674021,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,0.0
606,17,Month-to-month,Cable,65.79565282067706,5186.197697923792,Yes,No,Yes,No,Yes,No,No,3,12-24mo,3.0
607,45,2 year,Cable,42.17293301449469,4956.779018790425,Yes,Yes,Yes,Yes,Yes,No,No,5,24mo+,0.0
608,44,Month-to-month,Fiber optic,53.466211087299115,2807.603141724549,No,Yes,Yes,No,No,Yes,No,3,24mo+,4.5
609,11,Month-to-month,DSL,69.31879947967029,3020.4814203965593,No,No,Yes,Yes,Yes,No,No,3,6-12mo,3.0
610,5,1 year,Cable,119.21806864250908,5230.74266152921,No,No,No,Yes,Yes,No,No,2,3-6mo,0.0
611,19,Month-to-month,Fiber optic,73.19957832485983,2853.33760937518,Yes,No,Yes,No,No,No,Yes,2,12-24mo,4.5
612,71,1 year,DSL,42.611478693306765,5279.561257337372,No,Yes,No,Yes,Yes,Yes,No,4,24mo+,0.0
613,24,1 year,DSL,93.84413193305495,7185.349992739102,No,Yes,Yes,Yes,Yes,Yes,No,5,12-24mo,0.0
614,68,2 year,DSL,119.69260675552064,2787.245597326658,No,No,No,No,No,Yes,No,1,24mo+,0.0
615,55,1 year,Cable,31.24907769110172,7520.470234422291,No,No,Yes,Yes,Yes,Yes,No,4,24mo+,0.0
616,11,Month-to-month,DSL,104.09968635195445,7246.884520090943,No,No,Yes,Yes,No,Yes,No,3,6-12mo,3.0
617,5,1 year,DSL,71.33996944590791,1681.920194731502,No,No,Yes,Yes,No,No,No,2,3-6mo,0.0
618,53,Month-to-month,Cable,100.95962290453409,430.78191774127833,Yes,Yes,No,Yes,Yes,Yes,No,5,24mo+,3.0
619,17,2 year,Fiber optic,60.28611719747409,1972.1106205039712,Yes,Yes,No,No,No,No,Yes,2,12-24mo,1.5
620,24,Month-to-month,Cable,65.67765725982237,6894.192474065179,No,No,No,No,No,Yes,Yes,1,12-24mo,3.0
621,43,Month-to-month,Cable,37.70711258653721,4937.6408655798805,No,No,No,No,No,Yes,No,1,24mo+,3.0
622,57,2 year,Fiber optic,106.72482768124176,2060.873291139847,Yes,No,Yes,No,No,Yes,No,3,24mo+,1.5
623,30,Month-to-month,Fiber optic,50.26221195099998,7439.360559127305,No,Yes,Yes,No,Yes,Yes,No,4,24mo+,4.5
624,19,1 year,DSL,33.06811198539898,3777.81864234025,Yes,Yes,Yes,No,No,No,Yes,3,12-24mo,0.0
625,24,2 year,Fiber optic,31.419710136387817,3427.565581458941,No,No,Yes,No,No,No,No,1,12-24mo,1.5
626,4,2 year,Fiber optic,69.35002791639123,2255.346466995732,Yes,No,Yes,Yes,Yes,Yes,No,5,3-6mo,1.5
627,17,Month-to-month,DSL,80.65533303205518,3493.158461327831,No,Yes,Yes,Yes,Yes,Yes,No,5,12-24mo,3.0
628,64,1 year,Cable,31.671907215737008,3168.896303999011,No,No,Yes,Yes,No,Yes,No,3,24mo+,0.0
629,40,Month-to-month,DSL,20.55020590071423,2800.2047994572035,No,No,Yes,No,Yes,No,No,2,24mo+,3.0
630,43,Month-to-month,DSL,95.12914201393312,959.6402409693228,Yes,Yes,No,No,Yes,No,No,3,24mo+,3.0
631,53,Month-to-month,Fiber optic,22.480059951687952,4926.558920751772,Yes,No,No,No,Yes,Yes,No,3,24mo+,4.5
632,68,1 year,DSL,66.45683744000988,6289.3186661729205,No,No,Yes,Yes,Yes,No,No,3,24mo+,0.0
633,23,2 year,Fiber optic,70.33776801334699,3668.193948830181,No,Yes,Yes,Yes,No,Yes,No,4,12-24mo,1.5
634,24,1 year,Cable,98.6402697424004,6206.0309387356165,Yes,No,Yes,No,No,Yes,Yes,3,12-24mo,0.0
635,29,1 year,Fiber optic,88.61305925298123,4749.9402794995885,No,No,No,No,Yes,No,No,1,24mo+,1.5
636,58,2 year,Fiber optic,114.78897325586568,7673.534804576714,No,No,Yes,Yes,Yes,No,Yes,3,24mo+,1.5
637,29,Month-to-month,Fiber optic,64.06804972753655,5377.942416966553,Yes,No,No,Yes,No,No,No,2,24mo+,4.5
638,15,Month-to-month,Cable,64.1157916453383,481.5394857703056,No,No,No,Yes,No,Yes,Yes,2,12-24mo,3.0
639,48,1 year,DSL,69.33854713961333,5230.099780926856,Yes,No,No,No,No,Yes,No,2,24mo+,0.0
640,13,1 year,Cable,104.90201471104233,7592.677198214442,No,No,No,No,No,No,No,0,12-24mo,0.0
641,67,Month-to-month,Cable,79.38999834102565,4999.708245102936,No,Yes,Yes,No,Yes,No,No,3,24mo+,3.0
642,13,Month-to-month,DSL,118.84340759451248,1924.5607138641888,Yes,Yes,Yes,No,No,No,No,3,12-24mo,3.0
643,47,1 year,Fiber optic,54.27544593051499,3943.437836017004,Yes,No,No,Yes,No,No,No,2,24mo+,1.5
644,64,Month-to-month,DSL,82.32819558218759,7832.879361199283,No,Yes,Yes,Yes,No,Yes,No,4,24mo+,3.0
645,53,1 year,Fiber optic,31.64126006266175,4983.26162131782,No,Yes,No,Yes,Yes,No,No,3,24mo+,1.5
646,54,Month-to-month,DSL,36.64181089037442,3215.899235113757,No,Yes,No,Yes,No,No,No,2,24mo+,3.0
647,22,1 year,Cable,22.99124952436818,2227.3586162096403,Yes,Yes,Yes,Yes,No,Yes,No,5,12-24mo,0.0
648,32,1 year,DSL,97.43399369178712,3911.02178086669,No,Yes,Yes,Yes,Yes,No,No,4,24mo+,0.0
649,28,2 year,Cable,48.532320837936574,3382.7923485385704,Yes,No,Yes,Yes,No,No,Yes,3,24mo+,0.0
650,49,Month-to-month,Cable,102.41588435981528,2776.9590465106944,No,No,No,No,No,Yes,No,1,24mo+,3.0
651,19,Month-to-month,Fiber optic,98.2921096705591,5286.836840447014,No,Yes,No,Yes,Yes,No,No,3,12-24mo,4.5
652,4,2 year,Fiber optic,66.04907941102296,3824.716608521423,Yes,No,Yes,Yes,Yes,No,No,4,3-6mo,1.5
653,37,2 year,Fiber optic,63.81494391248376,1411.1354868288438,Yes,No,No,Yes,No,Yes,No,3,24mo+,1.5
654,4,Month-to-month,Fiber optic,66.24741597082385,272.75019574985873,No,Yes,No,No,No,Yes,No,2,3-6mo,4.5
655,61,1 year,Cable,91.07818758297178,5882.557573302354,Yes,Yes,Yes,No,No,No,Yes,3,24mo+,0.0
656,24,2 year,DSL,87.6562663002194,5749.146524538075,No,Yes,No,No,Yes,Yes,No,3,12-24mo,0.0
657,34,2 year,Cable,81.88712759150711,666.1852282097518,No,No,No,No,No,Yes,Yes,1,24mo+,0.0
658,41,1 year,Fiber optic,112.30365611463004,7997.600406690299,Yes,Yes,No,No,Yes,Yes,Yes,4,24mo+,1.5
659,57,Month-to-month,Fiber optic,62.137565559539645,1918.931248055787,Yes,No,Yes,No,No,Yes,Yes,3,24mo+,4.5
660,50,2 year,Fiber optic,66.20562616452129,5905.535839897896,No,No,No,No,No,No,Yes,0,24mo+,1.5
661,38,1 year,DSL,20.639637992519503,7922.80838027664,No,Yes,No,No,No,Yes,No,2,24mo+,0.0
662,14,2 year,Fiber optic,45.45082932459781,6694.56852985151,Yes,No,Yes,No,Yes,Yes,No,4,12-24mo,1.5
663,60,2 year,DSL,78.9596994630704,5731.06892365781,Yes,Yes,Yes,Yes,Yes,Yes,No,6,24mo+,0.0
664,41,2 year,Cable,78.40008132855618,384.86086395254,No,No,No,Yes,No,No,No,1,24mo+,0.0
665,19,Month-to-month,DSL,23.7139032952052,5632.503083654659,Yes,Yes,No,Yes,No,No,No,3,12-24mo,3.0
666,61,Month-to-month,DSL,112.81636815580856,446.37452761744663,No,Yes,Yes,Yes,No,No,No,3,24mo+,3.0
667,39,Month-to-month,Fiber optic,114.3908074186378,1705.519853045152,No,No,No,No,No,No,No,0,24mo+,4.5
